PROXY_NYT_ENG_20071115_0274.5	show-01	yes
PROXY_NYT_ENG_20071115_0274.5	use-01	yes
NW_XIN_ENG_0192_2005_0906.10	new-01	yes
NW_XIN_ENG_0192_2005_0906.10	private-03	yes
NW_XIN_ENG_0192_2005_0906.10	find-01	yes
PROXY_XIN_ENG_20020905_0122.7	commit-02	yes
DF-199-194215-653_0484.16	use-01	yes
PROXY_XIN_ENG_20021123_0156.19	close-10	yes
PROXY_XIN_ENG_20040429_0189.36	worry-02	yes
ENG_DF_000170_20050903_C00020J0V_0001.6	use-03	yes
ENG_DF_000170_20050903_C00020J0V_0001.6	get-01	yes
PROXY_XIN_ENG_20021228_0162.11	include-01	no
PROXY_XIN_ENG_20021228_0162.11	rule-03	yes
PROXY_LTW_ENG_20070930_0021.26	view-02	yes
PROXY_LTW_ENG_20070930_0021.26	include-01	no
ENG_NA_020001_20161020_G0023FSW2_0001.7	have-03	yes
wb.eng_0003.75	apply-02	yes
PROXY_XIN_ENG_20040429_0189.29	give-01	yes
DF-200-192400-625_7046.10	feel-01	yes
DF-200-192400-625_7046.10	worry-02	yes
NW_XIN_ENG_0191_2005_0405.7	have-03	yes
NW_XIN_ENG_0191_2005_0405.7	measure-01	yes
NW_XIN_ENG_0191_2005_0405.7	use-01	yes
nw.chtb_0318.11	feel-02	yes
nw.chtb_0318.11	serious-01	yes
PROXY_NYT_ENG_20081008_0040.34	claim-01	yes
PROXY_NYT_ENG_20081008_0040.34	include-01	no
ENG_NA_020001_20161020_G0023FSUR_0001.4	take-01	yes
ENG_NA_020001_20161020_G0023FSUR_0001.4	find-01	yes
NW_AFP_ENG_0013_2003_0427.6	charge-05	yes
nw.chtb_0305.5	question-01	yes
nw.chtb_0305.5	sign-01	yes
PROXY_LTW_ENG_20080727_0030.32	run-01	yes
PROXY_XIN_ENG_20030709_0070.6	consider-01	yes
PROXY_NYT_ENG_20081008_0040.29	deal-01	yes
PROXY_LTW_ENG_20081115_0076.25	manage-02	yes
PROXY_LTW_ENG_20081115_0076.25	lead-02	yes
PROXY_LTW_ENG_20081115_0076.25	lead-02	yes
PROXY_LTW_ENG_20081115_0076.25	lead-02	yes
PROXY_LTW_ENG_20081115_0076.25	lead-02	yes
PROXY_LTW_ENG_20081115_0076.25	act-02	yes
PROXY_XIN_ENG_20020725_0113.15	hold-04	yes
ENG_NA_020001_20161020_G0023FSUO_0001.4	good-02	yes
PROXY_XIN_ENG_20021123_0156.13	sign-02	yes
PROXY_XIN_ENG_20040429_0189.43	ask-02	yes
PROXY_XIN_ENG_20020725_0333.13	close-13	yes
ENG_NA_020001_20161020_G0023FSVF_0001.5	look-02	yes
PROXY_NYT_ENG_20040724_0084.33	apply-02	yes
ENG_NA_020001_20161020_G0023FSV3_0001.6	find-01	yes
PROXY_NYT_ENG_20070828_0223.16	make-01	yes
ENG_NA_020001_20161020_G0023FSUL_0001.5	know-01	yes
ENG_NA_020001_20161020_G0023FSUL_0001.5	clear-06	yes
PROXY_XIN_ENG_20020725_0333.8	base-02	yes
DF-200-192400-625_7557.7	cut-01	yes
PROXY_LTW_ENG_20081115_0076.11	close-13	yes
PROXY_LTW_ENG_20081115_0076.11	feel-01	yes
PROXY_LTW_ENG_20081115_0076.11	act-02	yes
PROXY_NYT_ENG_20050716_0171.16	ask-01	yes
bolt12_6455_6561.6	ask-01	yes
bolt12_6455_6561.6	go-01	yes
bolt12_6455_6561.6	mean-01	yes
PROXY_XIN_ENG_20040922_0123.14	develop-02	yes
wb.eng_0003.17	new-01	yes
PROXY_XIN_ENG_20040429_0189.16	include-91	no
NW_XIN_ENG_0209_2008_0513.6	try-01	yes
NW_XIN_ENG_0209_2008_0513.6	short-07	yes
bolt12_6455_6562.26	have-03	yes
bolt12_6455_6562.26	right-05	yes
bolt12_6455_6562.26	responsible-02	yes
bolt12_6455_6562.26	present-01	yes
bolt12_6455_6562.11	call-02	yes
bolt12_6455_6562.11	move-01	yes
PROXY_NYT_ENG_20070828_0223.4	lead-01	yes
PROXY_NYT_ENG_20070828_0223.4	new-01	yes
DF-200-192400-625_6304.13	feel-01	yes
wb.eng_0003.40	sense-02	yes
DF-200-192400-625_7744.23	know-01	yes
NW_AFP_ENG_0019_2003_0630.9	mean-01	yes
NW_AFP_ENG_0019_2003_0630.9	free-04	yes
wb.eng_0003.83	develop-02	yes
wb.eng_0003.83	new-01	yes
wb.eng_0003.83	develop-02	yes
wb.eng_0003.37	spend-01	yes
NW_XIN_ENG_0195_2008_0420.9	close-10	yes
DF-200-192400-625_7744.11	know-01	yes
wb.eng_0003.61	mean-01	yes
DF-200-192400-625_6304.19	send-01	yes
DF-200-192400-625_6304.19	consider-02	yes
DF-200-192400-625_6304.19	worry-02	yes
DF-200-192400-625_6304.19	include-91	no
DF-200-192400-625_6304.19	know-01	yes
DF-200-192400-625_6304.19	work-01	yes
DF-200-192400-625_6304.19	use-03	yes
PROXY_NYT_ENG_20020406_0118.27	know-01	yes
bolt12_6455_6561.23	mean-01	yes
DF-200-192400-625_6304.5	point-03	yes
PROXY_XIN_ENG_20020701_0314.4	take-01	yes
PROXY_NYT_ENG_20071115_0274.15	include-01	no
PROXY_NYT_ENG_20071115_0274.15	deal-01	yes
DF-200-192400-625_7046.12	good-02	yes
PROXY_NYT_ENG_20080919_0209.19	mean-01	yes
PROXY_NYT_ENG_20080919_0209.19	use-01	yes
bolt12_6455_6561.29	go-01	yes
bolt12_6455_6561.29	rule-03	yes
bolt12_6455_6562.10	recover-02	yes
bolt12_6455_6562.10	responsible-03	yes
wb.eng_0003.91	keep-01	yes
wb.eng_0003.91	suppose-02	yes
PROXY_XIN_ENG_20020905_0122.11	separate-02	yes
PROXY_XIN_ENG_20021020_0012.11	treat-03	yes
ENG_NA_020001_20161020_G0023FSUL_0001.4	lose-02	yes
ENG_NA_020001_20161020_G0023FSUL_0001.4	find-01	yes
nw.chtb_0324.9	use-02	yes
nw.chtb_0324.9	compete-01	yes
PROXY_NYT_ENG_20080919_0209.8	clear-06	yes
PROXY_NYT_ENG_20081008_0040.35	deal-01	yes
nw.chtb_0325.6	perform-01	yes
PROXY_NYT_ENG_20040724_0084.5	concern-01	yes
DF-200-192400-625_6304.21	work-01	yes
DF-200-192400-625_6304.21	mean-01	yes
PROXY_XIN_ENG_20020701_0314.9	order-01	yes
bolt12_91455_5343.1	take-01	yes
NW_XIN_ENG_0191_2005_0405.11	find-01	yes
PROXY_NYT_ENG_20081128_0005.11	present-02	yes
ENG_NA_020001_20161020_G0023FSVU_0001.4	good-02	yes
DF-200-192400-625_7744.7	get-03	yes
DF-200-192400-625_7744.7	go-01	yes
PROXY_LTW_ENG_20070831_0072.21	make-01	yes
PROXY_LTW_ENG_20070831_0072.21	move-01	yes
wb.eng_0003.55	point-04	yes
bolt12_91455_5320.1	perform-01	yes
PROXY_XIN_ENG_20040922_0123.8	add-01	yes
PROXY_XIN_ENG_20040922_0123.8	measure-02	yes
PROXY_XIN_ENG_20011006_0073.13	mean-01	yes
PROXY_XIN_ENG_20020725_0113.16	follow-01	yes
PROXY_XIN_ENG_20020725_0113.16	meet-03	yes
PROXY_XIN_ENG_20020725_0113.16	hold-04	yes
PROXY_NYT_ENG_20050716_0171.43	new-01	yes
bolt12_6455_6561.14	go-05	yes
bolt12_6455_6561.14	look-01	yes
bolt12_6455_6561.14	issue-02	yes
PROXY_XIN_ENG_20020725_0333.11	include-91	no
PROXY_XIN_ENG_20021123_0156.14	measure-02	yes
PROXY_XIN_ENG_20021123_0156.14	include-91	no
nw.chtb_0305.8	feel-02	yes
nw.chtb_0305.8	good-02	yes
nw.chtb_0305.8	sign-01	yes
PROXY_XIN_ENG_20021020_0012.15	follow-01	yes
PROXY_XIN_ENG_20021020_0012.15	break-01	yes
PROXY_XIN_ENG_20021020_0012.15	fire-01	yes
PROXY_NYT_ENG_20081008_0040.26	have-03	yes
PROXY_NYT_ENG_20071115_0274.12	use-01	yes
nw.chtb_0305.4	include-91	no
nw.chtb_0305.4	present-01	yes
PROXY_NYT_ENG_20070828_0223.18	include-01	no
NW_AFP_ENG_0017_2003_0607.2	offend-01	yes
ENG_NA_020001_20161020_G0023FSVZ_0001.5	close-10	yes
bolt12_6455_6562.4	break-01	yes
wb.eng_0003.35	give-01	yes
wb.eng_0003.80	work-01	yes
DF-200-192400-625_7744.17	case-04	yes
DF-200-192400-625_7744.17	bad-05	yes
DF-200-192400-625_7744.17	worry-02	yes
NW_XIN_ENG_0209_2008_0513.14	include-91	no
wb.eng_0003.15	develop-02	yes
DF-200-192400-625_7046.1	know-01	yes
DF-200-192400-625_7046.1	feel-01	yes
DF-200-192400-625_7046.1	feel-01	yes
PROXY_NYT_ENG_20020406_0118.41	include-01	no
PROXY_NYT_ENG_20020406_0118.41	cut-02	yes
nw.chtb_0325.7	compete-01	yes
nw.chtb_0325.7	right-05	yes
nw.chtb_0325.7	compete-01	yes
PROXY_XIN_ENG_20040429_0189.32	have-03	yes
PROXY_XIN_ENG_20040429_0189.32	position-02	yes
PROXY_XIN_ENG_20040429_0189.32	issue-02	yes
PROXY_XIN_ENG_20041010_0024.4	attend-01	yes
PROXY_XIN_ENG_20041010_0024.4	meet-03	yes
PROXY_XIN_ENG_20041010_0024.4	lead-02	yes
ENG_NA_020001_20161020_G0023FSVG_0001.5	like-02	yes
ENG_NA_020001_20161020_G0023FSVG_0001.5	have-06	yes
ENG_DF_000170_20050903_C00020J0V_0001.22	have-03	yes
PROXY_NYT_ENG_20050716_0171.11	concern-01	yes
PROXY_NYT_ENG_20050716_0171.11	move-02	yes
NW_AFP_ENG_0013_2003_0427.4	commit-02	yes
ENG_DF_000170_20050903_C00020J0V_0001.29	use-01	yes
bolt12_91455_5339.1	stop-01	yes
PROXY_XIN_ENG_20040403_0262.9	work-01	yes
PROXY_XIN_ENG_20040403_0262.9	develop-02	yes
PROXY_NYT_ENG_20040724_0084.7	issue-01	yes
PROXY_NYT_ENG_20040724_0084.7	order-01	yes
bolt12_6455_6561.4	mean-01	yes
bolt12_6455_6561.4	open-04	yes
PROXY_NYT_ENG_20081008_0040.7	close-06	yes
PROXY_NYT_ENG_20081008_0040.7	deal-01	yes
PROXY_NYT_ENG_20081008_0040.7	free-01	yes
NW_AFP_ENG_0018_2003_0616.3	move-01	yes
ENG_NA_020001_20161020_G0023FSWD_0001.4	have-03	yes
DF-200-192400-625_7806.18	give-01	yes
DF-200-192400-625_7806.18	make-02	yes
DF-200-192400-625_7806.18	good-02	yes
PROXY_NYT_ENG_20040724_0084.18	go-06	yes
PROXY_LTW_ENG_20070831_0072.11	work-01	yes
DF-200-192400-625_6344.10	make-02	yes
bolt12_91455_5310.1	show-01	yes
PROXY_NYT_ENG_20081128_0005.4	head-01	yes
PROXY_NYT_ENG_20081128_0005.4	source-02	yes
PROXY_NYT_ENG_20071115_0274.14	deal-01	yes
nw.chtb_0322.13	perform-01	yes
nw.chtb_0322.13	compete-01	yes
PROXY_NYT_ENG_20050716_0171.14	lead-02	yes
bolt12_9145_5537.1	ask-02	yes
PROXY_LTW_ENG_20070831_0072.27	make-02	yes
PROXY_LTW_ENG_20070831_0072.27	measure-02	yes
PROXY_LTW_ENG_20070831_0072.27	include-01	no
PROXY_XIN_ENG_20040429_0189.19	settle-02	yes
PROXY_XIN_ENG_20040429_0189.19	address-02	yes
PROXY_XIN_ENG_20040429_0189.19	concern-02	yes
PROXY_NYT_ENG_20050716_0171.40	have-03	yes
ENG_NA_020001_20161020_G0023FSW2_0001.6	find-01	yes
DF-200-192400-625_7557.15	have-03	yes
PROXY_XIN_ENG_20040922_0123.12	base-02	yes
NW_XIN_ENG_0191_2005_0405.14	miss-01	yes
PROXY_LTW_ENG_20070831_0072.9	find-01	yes
PROXY_XIN_ENG_20020725_0113.6	include-91	no
PROXY_XIN_ENG_20020725_0113.6	lead-02	yes
PROXY_XIN_ENG_20020725_0113.6	call-01	yes
PROXY_XIN_ENG_20020725_0113.6	lead-02	yes
PROXY_XIN_ENG_20020725_0113.6	short-07	yes
PROXY_LTW_ENG_20080727_0030.13	claim-01	yes
ENG_DF_000170_20050903_C00020J0V_0001.35	have-03	yes
nw.chtb_0324.5	position-01	yes
PROXY_NYT_ENG_20081008_0040.22	deal-01	yes
PROXY_NYT_ENG_20040724_0084.31	claim-01	yes
wb.eng_0003.16	work-01	yes
wb.eng_0003.16	drive-01	yes
DF-200-192400-625_6344.29	go-02	yes
DF-200-192400-625_6344.29	good-02	yes
PROXY_LTW_ENG_20070831_0072.4	issue-02	yes
nw.chtb_0302.3	have-03	yes
PROXY_XIN_ENG_20040922_0123.13	lead-02	yes
PROXY_XIN_ENG_20040922_0123.13	try-01	yes
PROXY_XIN_ENG_20040922_0123.13	develop-02	yes
DF-200-192400-625_7744.15	use-03	yes
DF-200-192400-625_7744.15	have-03	yes
DF-200-192400-625_7744.15	have-03	yes
DF-200-192400-625_7744.15	know-01	yes
DF-200-192400-625_7744.15	use-02	yes
PROXY_XIN_ENG_20040429_0189.27	close-13	yes
DF-200-192392-456_1160.2	get-01	yes
bolt12_9145_5539.1	bad-07	yes
DF-200-192392-456_1160.5	like-01	yes
DF-200-192392-456_1160.5	count-01	yes
PROXY_XIN_ENG_20041219_0059.20	develop-02	yes
PROXY_XIN_ENG_20041219_0059.20	apply-02	yes
ENG_NA_020001_20161020_G0023FSUN_0001.4	get-01	yes
ENG_NA_020001_20161020_G0023FSUN_0001.4	include-91	no
PROXY_NYT_ENG_20050716_0171.64	try-01	yes
PROXY_LTW_ENG_20070930_0021.18	meet-03	yes
nw.chtb_0302.6	develop-02	yes
nw.chtb_0302.6	feel-01	yes
NW_AFP_ENG_0012_2003_0419.7	miss-01	yes
NW_AFP_ENG_0012_2003_0419.7	work-01	yes
PROXY_XIN_ENG_20020725_0113.9	settle-02	yes
nw.chtb_0325.9	compete-01	yes
PROXY_LTW_ENG_20081115_0076.6	process-02	yes
PROXY_NYT_ENG_20081128_0005.7	show-01	yes
PROXY_NYT_ENG_20081128_0005.7	include-91	no
PROXY_NYT_ENG_20081128_0005.7	include-91	no
PROXY_XIN_ENG_20021123_0156.6	meet-03	yes
PROXY_XIN_ENG_20021123_0156.6	issue-02	yes
PROXY_XIN_ENG_20021123_0156.6	issue-02	yes
DF-200-192400-625_7557.6	take-01	yes
DF-200-192400-625_7557.6	take-01	yes
DF-200-192400-625_7557.6	find-01	yes
DF-200-192400-625_7557.6	cut-01	yes
PROXY_XIN_ENG_20041010_0024.10	sign-01	yes
ENG_NA_020001_20161020_G0023FSW3_0001.5	have-03	yes
PROXY_XIN_ENG_20031107_0242.18	develop-02	yes
nw.chtb_0318.13	close-01	yes
nw.chtb_0318.13	return-01	yes
PROXY_NYT_ENG_20081128_0005.10	grow-03	yes
PROXY_NYT_ENG_20081128_0005.10	good-02	yes
PROXY_NYT_ENG_20071115_0274.8	act-02	yes
PROXY_NYT_ENG_20071115_0274.8	use-01	yes
PROXY_NYT_ENG_20050716_0171.58	sense-02	yes
PROXY_NYT_ENG_20050716_0171.58	complete-02	yes
ENG_NA_020001_20161020_G0023FSVD_0001.4	send-01	yes
ENG_NA_020001_20161020_G0023FSVD_0001.4	responsible-03	yes
ENG_NA_020001_20161020_G0023FSW2_0001.4	know-01	yes
PROXY_LTW_ENG_20070831_0072.10	issue-02	yes
DF-200-192400-625_7557.11	source-02	yes
DF-200-192400-625_7557.11	leave-15	yes
DF-200-192400-625_7557.11	know-02	yes
DF-200-192400-625_7200.16	find-02	yes
nw.chtb_0322.6	include-91	no
PROXY_LTW_ENG_20081115_0076.7	meet-03	yes
PROXY_LTW_ENG_20081115_0076.7	measure-02	yes
PROXY_LTW_ENG_20081115_0076.7	new-01	yes
DF-200-192400-625_7557.23	get-01	yes
PROXY_XIN_ENG_20020725_0113.13	follow-01	yes
bolt12_6455_6562.8	commit-01	yes
bolt12_6455_6562.8	use-01	yes
DF-200-192400-625_7200.4	have-03	yes
DF-200-192400-625_7200.4	have-03	yes
DF-200-192400-625_7806.4	mean-01	yes
DF-200-192400-625_7806.4	go-01	yes
DF-200-192400-625_7806.4	free-04	yes
DF-200-192400-625_7806.4	care-01	yes
DF-200-192400-625_7806.4	issue-02	yes
PROXY_NYT_ENG_20020406_0118.7	serve-01	yes
NW_AFP_ENG_0010_2003_0401.2	include-91	no
DF-200-192400-625_7744.28	good-02	yes
NW_AFP_ENG_0009_2003_0330.1	lead-02	yes
nw.chtb_0324.12	feel-02	yes
nw.chtb_0324.12	compete-01	yes
nw.chtb_0324.12	new-01	yes
nw.chtb_0324.12	compete-01	yes
PROXY_NYT_ENG_20040724_0084.32	raise-01	yes
PROXY_NYT_ENG_20040724_0084.32	measure-02	yes
ENG_DF_000170_20050903_C00020J0V_0001.46	separate-01	yes
PROXY_NYT_ENG_20070618_0031.7	move-01	yes
ENG_DF_000170_20050903_C00020J0V_0001.60	attend-01	yes
ENG_DF_000170_20050903_C00020J0V_0001.60	call-02	yes
ENG_NA_020001_20161020_G0023FSUT_0001.4	good-02	yes
PROXY_XIN_ENG_20040403_0262.14	follow-01	yes
PROXY_XIN_ENG_20040403_0262.14	meet-03	yes
ENG_DF_000170_20050903_C00020J0V_0001.41	new-01	yes
DF-200-192400-625_7806.9	take-01	yes
DF-200-192400-625_7806.9	close-13	yes
DF-200-192400-625_7806.9	keep-02	yes
NW_AFP_ENG_0010_2003_0401.5	head-01	yes
bolt12_64556_5627.4	appear-01	yes
bolt12_64556_5627.4	sign-02	yes
bolt12_64556_5627.4	approach-01	yes
PROXY_NYT_ENG_20071115_0274.16	include-01	no
PROXY_NYT_ENG_20071115_0274.16	use-01	yes
DF-200-192400-625_7046.13	feel-01	yes
DF-200-192400-625_7046.13	feel-01	yes
DF-200-192400-625_7046.13	use-01	yes
DF-200-192400-625_7046.13	good-02	yes
DF-200-192400-625_7046.13	feel-01	yes
DF-200-192400-625_7046.13	free-04	yes
DF-199-194215-653_0484.31	try-01	yes
ENG_NA_020001_20161020_G0023FSWH_0001.6	get-02	yes
PROXY_XIN_ENG_20020725_0113.22	concern-01	yes
PROXY_XIN_ENG_20020725_0113.22	issue-02	yes
PROXY_XIN_ENG_20020725_0113.22	include-91	no
PROXY_XIN_ENG_20030428_0226.12	use-01	yes
DF-200-192400-625_7200.3	make-02	yes
PROXY_XIN_ENG_20040429_0189.39	grow-01	yes
PROXY_XIN_ENG_20040429_0189.39	grow-01	yes
PROXY_XIN_ENG_20040429_0189.39	ask-02	yes
PROXY_XIN_ENG_20040429_0189.39	grow-01	yes
PROXY_XIN_ENG_20040429_0189.39	grow-01	yes
NW_XIN_ENG_0209_2008_0513.7	have-03	yes
NW_XIN_ENG_0209_2008_0513.7	try-01	yes
NW_XIN_ENG_0209_2008_0513.7	keep-01	yes
NW_XIN_ENG_0209_2008_0513.7	hold-01	yes
NW_XIN_ENG_0209_2008_0513.7	fall-01	yes
DF-200-192400-625_7557.3	have-03	yes
DF-200-192400-625_7557.3	stop-01	yes
DF-200-192400-625_7557.3	cut-01	yes
PROXY_LTW_ENG_20081115_0076.10	close-13	yes
PROXY_LTW_ENG_20081115_0076.10	feel-01	yes
PROXY_LTW_ENG_20081115_0076.10	act-02	yes
NW_XIN_ENG_0195_2008_0420.6	have-03	yes
NW_AFP_ENG_0019_2003_0630.13	close-01	yes
NW_AFP_ENG_0019_2003_0630.13	move-01	yes
NW_AFP_ENG_0019_2003_0630.13	free-04	yes
PROXY_XIN_ENG_20041010_0024.12	like-02	yes
PROXY_XIN_ENG_20041010_0024.12	develop-02	yes
PROXY_XIN_ENG_20041010_0024.12	process-02	yes
PROXY_XIN_ENG_20041010_0024.12	meet-03	yes
PROXY_NYT_ENG_20050716_0171.18	have-03	yes
DF-200-192400-625_6344.14	mean-02	yes
DF-200-192400-625_7744.19	include-91	no
DF-200-192400-625_7744.19	act-01	yes
DF-200-192400-625_7744.19	lose-02	yes
DF-200-192400-625_7744.19	leave-14	yes
PROXY_XIN_ENG_20020725_0333.4	head-01	yes
DF-200-192400-625_6344.1	get-03	yes
DF-200-192400-625_6344.1	keep-02	yes
DF-200-192400-625_6344.1	keep-02	yes
DF-200-192400-625_6344.1	hard-02	yes
PROXY_NYT_ENG_20050716_0171.37	ask-01	yes
PROXY_NYT_ENG_20050716_0171.37	make-02	yes
PROXY_NYT_ENG_20050716_0171.37	move-02	yes
PROXY_NYT_ENG_20070828_0223.29	question-01	yes
wb.eng_0003.98	spend-01	yes
DF-200-192400-625_6677.10	go-06	yes
DF-200-192400-625_6677.10	go-02	yes
DF-200-192400-625_6677.10	complete-02	yes
PROXY_NYT_ENG_20050716_0171.48	use-01	yes
wb.eng_0003.79	drive-01	yes
NW_XIN_ENG_0209_2008_0513.10	add-01	yes
nw.chtb_0324.6	compete-01	yes
bolt12_6455_6568.1	force-04	yes
bolt12_6455_6568.1	lose-02	yes
wb.eng_0003.99	apply-02	yes
NW_XIN_ENG_0195_2008_0420.16	drive-01	yes
PROXY_XIN_ENG_20020905_0122.22	fire-01	yes
wb.eng_0003.42	get-05	yes
PROXY_NYT_ENG_20040724_0084.10	sign-01	yes
PROXY_NYT_ENG_20040724_0084.10	concern-01	yes
PROXY_NYT_ENG_20040724_0084.10	down-01	yes
NW_AFP_ENG_0009_2003_0330.2	include-91	no
NW_AFP_ENG_0015_2003_0514.6	use-01	yes
NW_AFP_ENG_0015_2003_0514.6	know-01	yes
ENG_NA_020001_20161020_G0023FSWH_0001.4	good-02	yes
DF-199-194215-653_0484.17	leave-15	yes
PROXY_LTW_ENG_20070930_0021.24	give-01	yes
bolt12_6455_6561.19	make-01	yes
DF-200-192400-625_7744.26	go-02	yes
bolt12_6455_6562.1	work-01	yes
bolt12_6455_6562.1	work-01	yes
PROXY_XIN_ENG_20020701_0314.17	appeal-01	yes
wb.eng_0003.38	deal-01	yes
wb.eng_0003.38	add-02	yes
PROXY_LTW_ENG_20070930_0021.32	approach-02	yes
DF-200-192400-625_6344.21	have-03	yes
bolt12_6455_6561.16	mean-01	yes
NW_AFP_ENG_0019_2003_0630.6	follow-01	yes
bolt12_6455_6561.11	lose-02	yes
bolt12_6455_6561.11	find-02	yes
nw.chtb_0305.3	attend-01	yes
nw.chtb_0305.3	sign-01	yes
ENG_DF_000170_20050903_C00020J0V_0001.28	close-01	yes
ENG_DF_000170_20050903_C00020J0V_0001.28	send-01	yes
PROXY_LTW_ENG_20080727_0030.15	know-01	yes
ENG_NA_020001_20161020_G0023FSUK_0001.5	ask-02	yes
ENG_NA_020001_20161020_G0023FSUK_0001.5	find-01	yes
DF-199-194215-653_0484.19	meet-03	yes
nw.chtb_0322.15	play-01	yes
nw.chtb_0322.15	play-01	yes
nw.chtb_0322.15	complete-02	yes
PROXY_XIN_ENG_20021123_0156.17	manage-01	yes
PROXY_XIN_ENG_20021123_0156.17	include-01	no
PROXY_LTW_ENG_20080727_0030.17	aim-01	yes
