nw.chtb_0322.17	score-entity	:op1	7
nw.chtb_0322.17	score-entity	:op2	7
PROXY_LTW_ENG_20080727_0030.11	centrifuge	:quant	6000
NW_XIN_ENG_0192_2005_0906.5	at-least	:op1	2000
wb.eng_0003.10	monetary-quantity	:quant	13000000
bolt12_6455_6561.32	person	:quant	1300000000
PROXY_NYT_ENG_20050716_0171.35	temporal-quantity	:quant	25
nw.chtb_0325.9	team	:quant	12
PROXY_XIN_ENG_20040403_0262.7	distance-quantity	:quant	40
PROXY_XIN_ENG_20020725_0113.12	person	:quant	17
PROXY_NYT_ENG_20081128_0005.9	percentage-entity	:value	19
PROXY_NYT_ENG_20081128_0005.9	percentage-entity	:value	6
NW_AFP_ENG_0019_2003_0630.11	temporal-quantity	:quant	30
NW_AFP_ENG_0014_2003_0502.10	monetary-quantity	:quant	18000000000
NW_AFP_ENG_0019_2003_0630.1	temporal-quantity	:quant	33
ENG_NA_020001_20161020_G0023FSWH_0001.2	string-entity	:value	"SetC-WP-09"
PROXY_XIN_ENG_20020725_0113.20	person	:quant	11
NW_XIN_ENG_0195_2008_0420.3	about	:op1	200
PROXY_NYT_ENG_20081128_0005.12	monetary-quantity	:quant	300000000
NW_XIN_ENG_0198_2008_1218.6	distance-quantity	:quant	90
DF-200-192400-625_7744.2	temporal-quantity	:quant	30
ENG_NA_020001_20161020_G0023FSWG_0001.2	string-entity	:value	"SetC-WP-08"
PROXY_XIN_ENG_20021020_0012.5	policeman	:quant	19
nw.chtb_0324.5	temporal-quantity	:quant	19
PROXY_XIN_ENG_20020725_0113.11	person	:quant	17
nw.chtb_0324.4	temporal-quantity	:quant	26
wb.eng_0003.82	speed-quantity	:quant	55
wb.eng_0003.82	between	:op1	75
PROXY_LTW_ENG_20080727_0030.33	centrifuge	:quant	3500
PROXY_NYT_ENG_20071115_0274.17	deny-01	:quant	75
PROXY_NYT_ENG_20071115_0274.17	state	:quant	45
NW_XIN_ENG_0192_2005_0906.9	multiple	:op1	12
PROXY_NYT_ENG_20050716_0171.44	between	:op2	2000000
DF-200-192400-625_7744.26	less-than	:op1	20
NW_AFP_ENG_0009_2003_0330.2	temporal-quantity	:quant	20
ENG_NA_020001_20161020_G0023FSUU_0001.4	about	:op1	800
PROXY_LTW_ENG_20080727_0030.31	centrifuge	:quant	5000
ENG_NA_020001_20161020_G0023FSUR_0001.4	monetary-quantity	:quant	250
PROXY_XIN_ENG_20020725_0113.21	person	:quant	11
NW_XIN_ENG_0196_2008_1027.4	distance-quantity	:quant	12
NW_XIN_ENG_0196_2008_1027.4	distance-quantity	:quant	13
ENG_NA_020001_20161020_G0023FSUO_0001.6	ordinal-entity	:value	24
wb.eng_0003.23	monetary-quantity	:quant	400000000
NW_AFP_ENG_0018_2003_0616.5	temporal-quantity	:quant	30
ENG_NA_020001_20161020_G0023FSW6_0001.2	string-entity	:value	"SetC-WP-07"
PROXY_NYT_ENG_20020406_0118.7	building	:quant	90
PROXY_XIN_ENG_20011006_0073.8	temporal-quantity	:quant	18
NW_AFP_ENG_0014_2003_0502.1	monetary-quantity	:quant	1500000000
PROXY_XIN_ENG_20021228_0162.12	distance-quantity	:quant	400
ENG_NA_020001_20161020_G0023FSW7_0001.2	string-entity	:value	"SetC-WP-08"
ENG_NA_020001_20161020_G0023FSW4_0001.2	string-entity	:value	"SetC-WP-05"
ENG_NA_020001_20161020_G0023FSWC_0001.2	string-entity	:value	"SetC-WP-04"
PROXY_LTW_ENG_20080727_0030.32	centrifuge	:quant	6000
NW_XIN_ENG_0194_2007_0704.10	area	:quant	18
NW_XIN_ENG_0194_2007_0704.10	nearly	:op1	7400000
NW_XIN_ENG_0195_2008_0420.4	person	:quant	200
nw.chtb_0322.10	mu	:quant	6.5
nw.chtb_0322.10	mu	:quant	7.5
NW_XIN_ENG_0193_2006_0822.1	at-least	:op1	33
PROXY_NYT_ENG_20081008_0040.21	tank	:quant	33
PROXY_NYT_ENG_20081008_0040.21	product	:quant	150
NW_XIN_ENG_0189_2003_0324.6	at-least	:op1	130
nw.chtb_0322.7	mu	:quant	7.5
ENG_NA_020001_20161020_G0023FSW2_0001.2	string-entity	:value	"SetC-WP-03"
DF-200-192392-456_1160.7	monetary-quantity	:quant	30
DF-200-192392-456_1160.6	monetary-quantity	:quant	20
NW_XIN_ENG_0191_2005_0405.9	distance-quantity	:quant	3700
PROXY_NYT_ENG_20071115_0274.5	approximately	:op1	75
PROXY_XIN_ENG_20041010_0024.11	locomotive	:quant	16
PROXY_LTW_ENG_20080727_0030.7	centrifuge	:quant	6000
NW_AFP_ENG_0018_2003_0616.4	monetary-quantity	:quant	50000
PROXY_NYT_ENG_20081128_0005.15	percentage-entity	:value	20
PROXY_LTW_ENG_20080727_0030.8	centrifuge	:quant	50000
PROXY_NYT_ENG_20050716_0171.27	round	:quant	30
ENG_NA_020001_20161020_G0023FSW9_0001.2	string-entity	:value	"SetC-WP-01"
ENG_NA_020001_20161020_G0023FSW8_0001.2	string-entity	:value	"SetC-WP-09"
PROXY_LTW_ENG_20070831_0072.8	person	:quant	35
PROXY_LTW_ENG_20081115_0076.30	distance-quantity	:quant	1200
ENG_NA_020001_20161020_G0023FSWF_0001.2	string-entity	:value	"SetC-WP-07"
PROXY_NYT_ENG_20081008_0040.8	monetary-quantity	:quant	8000000
PROXY_NYT_ENG_20020406_0118.27	temporal-quantity	:quant	14
NW_AFP_ENG_0009_2003_0330.4	number-01	:ARG2	2000
ENG_NA_020001_20161020_G0023FSW3_0001.2	string-entity	:value	"SetC-WP-04"
NW_AFP_ENG_0009_2003_0330.7	percentage-entity	:value	64
NW_AFP_ENG_0009_2003_0330.7	percentage-entity	:value	12
DF-200-192400-625_7046.3	temporal-quantity	:quant	15
PROXY_NYT_ENG_20020406_0118.29	approximately	:op1	3000
NW_XIN_ENG_0198_2008_1218.4	distance-quantity	:quant	455
bolt12_91455_5327.1	walk	:quant	360
NW_XIN_ENG_0194_2007_0704.7	at-least	:op1	1100
PROXY_NYT_ENG_20050716_0171.53	person	:quant	40
PROXY_NYT_ENG_20050716_0171.53	soldier	:quant	1200
NW_XIN_ENG_0193_2006_0822.3	person	:quant	33
NW_XIN_ENG_0193_2006_0822.3	temporal-quantity	:quant	48
PROXY_XIN_ENG_20020725_0113.17	some	:op1	42
NW_AFP_ENG_0009_2003_0330.1	some	:op1	2500
NW_XIN_ENG_0190_2003_0709.3	person	:quant	16
wb.eng_0003.34	temporal-quantity	:quant	30
wb.eng_0003.97	monetary-quantity	:quant	400000000
wb.eng_0003.20	monetary-quantity	:quant	13000000
wb.eng_0003.98	monetary-quantity	:quant	400000000
DF-200-192400-625_7557.30	temporal-quantity	:quant	17
PROXY_NYT_ENG_20050716_0171.31	around	:op1	24
NW_AFP_ENG_0012_2003_0419.1	person	:quant	30
PROXY_NYT_ENG_20020406_0118.19	monetary-quantity	:quant	6000000
PROXY_NYT_ENG_20020406_0118.19	monetary-quantity	:quant	500000
bolt12_6455_6562.3	aircraft	:quant	5000
NW_XIN_ENG_0190_2003_0709.5	person	:quant	57
PROXY_NYT_ENG_20050716_0171.56	monetary-quantity	:quant	3300000000
nw.chtb_0325.8	score-entity	:op1	13
nw.chtb_0325.8	score-entity	:op2	7
nw.chtb_0325.8	score-entity	:op1	10
nw.chtb_0325.8	score-entity	:op2	9
nw.chtb_0325.8	score-entity	:op1	10
nw.chtb_0325.8	score-entity	:op2	8
nw.chtb_0325.8	score-entity	:op1	7
nw.chtb_0325.8	score-entity	:op2	6
nw.chtb_0325.8	score-entity	:op1	10
nw.chtb_0325.8	score-entity	:op2	5
nw.chtb_0325.8	score-entity	:op1	12
nw.chtb_0325.8	score-entity	:op2	2
PROXY_NYT_ENG_20040724_0084.35	monetary-quantity	:quant	1400000000
wb.eng_0003.26	monetary-quantity	:quant	400000000
PROXY_XIN_ENG_20040429_0189.24	exceed-01	:ARG2	3500
NW_XIN_ENG_0195_2008_0420.8	distance-quantity	:quant	30
NW_XIN_ENG_0195_2008_0420.8	distance-quantity	:quant	50
NW_XIN_ENG_0190_2003_0709.6	monetary-quantity	:quant	2900000
PROXY_NYT_ENG_20070618_0031.12	monetary-quantity	:quant	25000000
PROXY_NYT_ENG_20050716_0171.23	percentage-entity	:value	71
PROXY_NYT_ENG_20050716_0171.5	as-many-as	:op1	2000000
ENG_DF_000170_20050903_C00020J0V_0001.52	monetary-quantity	:quant	59
DF-200-192400-625_7744.22	rate-entity-91	:ARG1	20
PROXY_LTW_ENG_20080727_0030.26	temporal-quantity	:quant	30
PROXY_NYT_ENG_20050716_0171.18	rifle	:quant	500000
DF-200-192400-625_7557.14	temporal-quantity	:quant	16
NW_AFP_ENG_0012_2003_0419.3	person	:quant	30
NW_XIN_ENG_0190_2003_0709.1	person	:quant	16
PROXY_LTW_ENG_20080727_0030.30	between	:op1	5000
PROXY_LTW_ENG_20080727_0030.30	between	:op2	6000
PROXY_LTW_ENG_20080727_0030.15	centrifuge	:quant	6000
NW_AFP_ENG_0018_2003_0616.1	temporal-quantity	:quant	22
PROXY_XIN_ENG_20041010_0024.16	monetary-quantity	:quant	1400000000
DF-199-194215-653_0484.1	temporal-quantity	:quant	24
DF-199-194215-653_0484.1	temporal-quantity	:quant	2.5
PROXY_XIN_ENG_20020829_0017.11	approximately	:op1	12
PROXY_XIN_ENG_20020701_0314.9	monetary-quantity	:quant	3000000
PROXY_XIN_ENG_20030428_0226.4	monetary-quantity	:quant	2000000000
nw.chtb_0322.3	score-entity	:op1	4
nw.chtb_0322.3	score-entity	:op2	3
PROXY_XIN_ENG_20021020_0012.15	more-than	:op1	3700
NW_XIN_ENG_0209_2008_0513.5	distance-quantity	:quant	20
NW_XIN_ENG_0195_2008_0420.5	volume-quantity	:quant	60000
DF-200-192400-625_6344.6	percentage-entity	:value	95
DF-200-192400-625_6344.6	temporal-quantity	:quant	18
PROXY_XIN_ENG_20030624_0298.14	more-than	:op1	200
PROXY_NYT_ENG_20081008_0040.17	person	:quant	20
DF-200-192400-625_6677.4	temporal-quantity	:quant	30
ENG_DF_000170_20050903_C00020J0V_0001.51	monetary-quantity	:quant	49
ENG_DF_000170_20050903_C00020J0V_0001.51	monetary-quantity	:quant	59
wb.eng_0003.9	accident	:quant	17
wb.eng_0003.9	accident	:quant	12
PROXY_NYT_ENG_20081008_0040.16	more-than	:op1	25
PROXY_NYT_ENG_20081008_0040.16	monetary-quantity	:quant	2000000
DF-200-192400-625_6304.15	temporal-quantity	:quant	21
DF-200-192400-625_6304.15	temporal-quantity	:quant	22
PROXY_XIN_ENG_20021228_0162.13	person	:quant	99
ENG_DF_000170_20050903_C00020J0V_0001.60	monetary-quantity	:quant	3.00
PROXY_XIN_ENG_20030624_0298.12	person	:quant	17
PROXY_XIN_ENG_20041219_0059.15	more-than	:op1	30
PROXY_LTW_ENG_20080727_0030.6	over	:op1	5000
NW_XIN_ENG_0192_2005_0906.3	at-least	:op1	2000
NW_AFP_ENG_0019_2003_0630.17	temporal-quantity	:quant	35
PROXY_NYT_ENG_20050716_0171.61	temporal-quantity	:quant	50
PROXY_NYT_ENG_20081128_0005.19	mass-quantity	:quant	11000
NW_XIN_ENG_0193_2006_0822.5	over	:op1	1500
PROXY_NYT_ENG_20081128_0005.13	monetary-quantity	:quant	2000000
PROXY_NYT_ENG_20081128_0005.13	monetary-quantity	:quant	300000000
DF-200-192400-625_7046.17	string-entity	:value	"X"
NW_AFP_ENG_0013_2003_0427.3	monetary-quantity	:quant	50000
NW_AFP_ENG_0013_2003_0427.3	monetary-quantity	:quant	870
PROXY_NYT_ENG_20080919_0209.12	approximately	:op1	300
NW_AFP_ENG_0014_2003_0502.6	percentage-entity	:value	50
PROXY_NYT_ENG_20071115_0274.6	nation	:quant	45
nw.chtb_0322.18	monetary-quantity	:quant	70000
nw.chtb_0322.18	monetary-quantity	:quant	30000
NW_XIN_ENG_0198_2008_1218.5	seismic-quantity	:quant	5.3
NW_XIN_ENG_0209_2008_0513.21	township	:quant	45
ENG_NA_020001_20161020_G0023FSWB_0001.2	string-entity	:value	"SetC-WP-03"
PROXY_NYT_ENG_20081008_0040.14	monetary-quantity	:quant	35000000
PROXY_NYT_ENG_20081008_0040.14	monetary-quantity	:quant	20000000
DF-200-192400-625_7744.27	check-01	:frequency	20
NW_XIN_ENG_0194_2007_0704.3	person	:quant	98
PROXY_NYT_ENG_20040724_0084.37	percentage-entity	:value	30
NW_AFP_ENG_0011_2003_0417.4	temporal-quantity	:quant	55
NW_AFP_ENG_0012_2003_0419.8	person	:quant	16
NW_XIN_ENG_0194_2007_0704.1	person	:quant	98
PROXY_XIN_ENG_20020725_0113.10	person	:quant	14
PROXY_XIN_ENG_20030428_0226.7	monetary-quantity	:quant	2000000000
NW_XIN_ENG_0195_2008_0420.6	volume-quantity	:quant	2000
NW_XIN_ENG_0195_2008_0420.6	home	:quant	37
PROXY_LTW_ENG_20070930_0021.8	person	:quant	45
PROXY_NYT_ENG_20071115_0274.18	have-degree-91	:ARG4	75
PROXY_NYT_ENG_20071115_0274.4	approximately	:op1	75
PROXY_XIN_ENG_20020701_0314.11	more-than	:op1	50
PROXY_XIN_ENG_20030709_0070.9	person	:quant	11
bolt12_6455_6562.7	submarine	:quant	30
DF-200-192400-625_7557.1	temporal-quantity	:quant	12
DF-200-192400-625_7557.1	temporal-quantity	:quant	13
NW_AFP_ENG_0011_2003_0417.2	between	:op1	25
NW_AFP_ENG_0011_2003_0417.2	between	:op2	30
NW_AFP_ENG_0011_2003_0417.2	distance-quantity	:quant	60
PROXY_NYT_ENG_20081128_0005.7	province	:quant	34
PROXY_LTW_ENG_20081115_0076.19	temporal-quantity	:quant	1.5
PROXY_NYT_ENG_20020406_0118.26	and	:quant	350
PROXY_LTW_ENG_20070930_0021.12	criterion	:quant	12
DF-200-192400-625_7557.10	temporal-quantity	:quant	12
NW_XIN_ENG_0195_2008_0420.18	county	:quant	16
ENG_NA_020001_20161020_G0023FSWD_0001.2	string-entity	:value	"SetC-WP-05"
PROXY_XIN_ENG_20021020_0012.13	more-than	:op1	5000
PROXY_LTW_ENG_20081115_0076.31	distance-quantity	:quant	650
PROXY_NYT_ENG_20050716_0171.4	as-many-as	:op1	2000000
DF-200-192400-625_7744.7	temporal-quantity	:quant	15
DF-200-192400-625_7744.7	temporal-quantity	:quant	30
ENG_NA_020001_20161020_G0023FSVA_0001.4	street-address-91	:ARG1	7
ENG_NA_020001_20161020_G0023FSVA_0001.4	street-address-91	:ARG1	40
PROXY_NYT_ENG_20050716_0171.29	monetary-quantity	:quant	850
NW_XIN_ENG_0191_2005_0405.14	more-than	:op1	140
NW_AFP_ENG_0009_2003_0330.6	person	:quant	78
PROXY_NYT_ENG_20081128_0005.20	mass-quantity	:quant	8500
PROXY_NYT_ENG_20050716_0171.50	civilian	:quant	50000
PROXY_NYT_ENG_20050716_0171.50	rate-entity-91	:ARG1	20
PROXY_NYT_ENG_20050716_0171.50	civilian	:quant	300000
ENG_NA_020001_20161020_G0023FSWA_0001.2	string-entity	:value	"SetC-WP-02"
PROXY_NYT_ENG_20070618_0031.18	mass-quantity	:quant	50000
PROXY_XIN_ENG_20030624_0298.13	some	:op1	160
PROXY_XIN_ENG_20040429_0189.21	enterprise	:quant	600
PROXY_XIN_ENG_20040429_0189.21	enterprise	:quant	7000
