DF-200-192392-456_1160.6	get-05	:ARG1	you	unaccusative	double unaccusative
DF-200-192400-625_7744.20	increase-01	:ARG1	level	unaccusative	
DF-200-192400-625_7744.20	disappear-01	:ARG1	disease	unaccusative	
NW_XIN_ENG_0195_2008_0420.1	evacuate-01	:ARG1	person	passive	
PROXY_NYT_ENG_20020406_0118.24	cut-02	:ARG1	electricity	n-pro	
PROXY_NYT_ENG_20040724_0084.26	close-01	:ARG1	and	unaccusative	
DF-200-192400-625_7557.7	tempt-01	:ARG1	i	passive	i am tempted to
PROXY_XIN_ENG_20040922_0123.15	fight-01	:ARG1	and	no	
NW_AFP_ENG_0019_2003_0630.14	run-04	:ARG1	road	unaccusative	double unaccusative
NW_AFP_ENG_0019_2003_0630.14	close-01	:ARG1	and	adjective	closed
NW_AFP_ENG_0019_2003_0630.14	pass-03	:ARG1	highway	unaccusative	
NW_AFP_ENG_0019_2003_0630.14	open-01	:ARG1	and	no	
DF-200-192400-625_7200.1	diagnose-01	:ARG1	i	passive	
PROXY_XIN_ENG_20030428_0226.19	arrive-01	:ARG1	person	unaccusative	
bolt12_6455_6562.11	tremble-01	:ARG1	piece	unaccusative	
bolt12_6455_6562.11	shake-01	:ARG1	piece	unaccusative	
bolt12_6455_6562.11	say-01	:ARG1	carry-01	no	
bolt12_6455_6562.11	move-01	:ARG1	we	unaccusative	
NW_XIN_ENG_0193_2006_0822.4	continue-01	:ARG1	bad-07 situation	no	 sentence is a bit weird
bolt12_91455_5324.1	eat-01	:ARG1	something	n-pro	
PROXY_XIN_ENG_20040429_0189.19	create-01	:ARG1	channel	a-pro	
PROXY_XIN_ENG_20040429_0189.19	settle-02	:ARG1	dispute-01	n-ing	
PROXY_XIN_ENG_20031107_0242.4	arrive-01	:ARG1	person	unaccusative	
PROXY_XIN_ENG_20031107_0242.4	schedule-01	:ARG1	discuss-01	passive	reduced relative
PROXY_NYT_ENG_20070828_0223.10	close-01	:ARG1	investigate-01	adjective	closed
NW_XIN_ENG_0195_2008_0420.13	exude-01	:ARG1	water	error?	
PROXY_NYT_ENG_20071115_0274.12	convert-01	:ARG1	item	passive	
PROXY_LTW_ENG_20070831_0072.24	make-01	:ARG1	progress-01	passive	
PROXY_NYT_ENG_20080919_0209.20	bear-02	:ARG1	person	passive	born
NW_XIN_ENG_0195_2008_0420.17	kill-01	:ARG1	person	passive	
PROXY_LTW_ENG_20070831_0072.18	use-01	:ARG1	uranium	passive	
DF-200-192400-625_7200.16	drill-02	:ARG1	person	passive	
NW_AFP_ENG_0009_2003_0330.3	join-01	:ARG1	i	error	
NW_XIN_ENG_0195_2008_0420.3	threaten-01	:ARG1	slide-01	error	
NW_XIN_ENG_0195_2008_0420.3	evacuate-01	:ARG1	person	passive	
PROXY_XIN_ENG_20040429_0189.17	expect-01	:ARG1	double-01	passive	
PROXY_XIN_ENG_20040429_0189.17	double-01	:ARG1	trade-01	unaccusative	double unaccusative
PROXY_NYT_ENG_20081008_0040.23	remain-01	:ARG1	deal-01	unaccusative	double unaccusative
PROXY_LTW_ENG_20070831_0072.9	reflect-01	:ARG1	thing	unaccusative	
DF-200-192400-625_7557.28	let-01	:ARG1	worsen-01	a-pro	
DF-200-192400-625_7557.28	get-01	:ARG1	thing	error	get-03
ENG_NA_020001_20161020_G0023FSV3_0001.4	fall-01	:ARG1	rock	adjective	
PROXY_LTW_ENG_20070930_0021.8	distribute-01	:ARG1	document	passive	
bolt12_64556_5628.1	come-03	:ARG1	war	unaccusative	
bolt12_64556_5628.1	defend-01	:ARG1	dignity	error?	
DF-200-192400-625_7557.17	do-02	:ARG1	thing	error?	
bolt12_91455_5322.1	force-01	:ARG1	person	passive	
bolt12_91455_5322.1	frame-02	:ARG1	person	passive	
NW_AFP_ENG_0012_2003_0419.10	seem-01	:ARG1	end-01	expletive	it seems
NW_AFP_ENG_0012_2003_0419.10	start-01	:ARG1	spell	unaccusative	
bolt12_6455_6562.7	retain-01	:ARG1	submarine	error?	imperative?
PROXY_XIN_ENG_20040407_0026.14	place-01	:ARG1	alert-01	passive	
PROXY_XIN_ENG_20040407_0026.14	start-01	:ARG1	week	no	unclear
PROXY_XIN_ENG_20020725_0113.21	carry-out-03	:ARG1	action	passive	reduced relative
PROXY_NYT_ENG_20081128_0005.13	fund-01	:ARG1	effort-01	passive	
PROXY_NYT_ENG_20080919_0209.10	relate-01	:ARG1	website	no	
PROXY_NYT_ENG_20080919_0209.10	affect-01	:ARG1	website	passive	
PROXY_LTW_ENG_20081115_0076.4	pressure-01	:ARG1	country	n-pro	
NW_XIN_ENG_0191_2005_0405.1	blame-01	:ARG1	lack-01	passive	
PROXY_NYT_ENG_20070618_0031.5	prepare-02	:ARG1	government-organization	adjective	prepared
PROXY_NYT_ENG_20070618_0031.4	prepare-02	:ARG1	government-organization	adjective	prepared
bolt12_9145_5531.1	rumor-01	:ARG1	and	expletive	it is rumoured
bolt12_9145_5531.1	force-01	:ARG1	person	passive	
bolt12_9145_5531.1	obligate-01	:ARG1	person	no	obligate
bolt12_9145_5531.1	switch-01	:ARG1	person	unaccusative	double unaccusative
ENG_NA_020001_20161020_G0023FSVF_0001.4	wound-01	:ARG1	person	multi-node	
PROXY_NYT_ENG_20070618_0031.18	reach-01	:ARG1	agree-01	passive	
PROXY_XIN_ENG_20031107_0242.15	traffic-01	:ARG1	weapon	n-ing	
wb.eng_0003.71	claim-01	:ARG1	solve-01	n-ing	
wb.eng_0003.71	change-01	:ARG1	nature	n-ing	
PROXY_NYT_ENG_20080808_0162.32	limit-01	:ARG1	combat-01	passive	
PROXY_NYT_ENG_20070828_0223.35	use-01	:ARG1	material	passive	
PROXY_NYT_ENG_20070828_0223.35	make-01	:ARG1	weapon	no	
DF-200-192400-625_7046.11	get-05	:ARG1	person	no	too damn long
DF-200-192400-625_7046.11	matter-01	:ARG1	tell-01	no	
DF-200-192400-625_7046.11	depress-01	:ARG1	you	no	
DF-200-192400-625_7046.11	engage-01	:ARG1	you	no	
DF-200-192400-625_7046.11	get-05	:ARG1	you	no	
DF-200-192400-625_7046.11	hope-01	:ARG1	pass-03	no	
DF-200-192400-625_7046.11	pass-03	:ARG1	thing	no	
ENG_NA_020001_20161020_G0023FSV5_0001.4	wait-01	:ARG1	we	unaccusative	
PROXY_NYT_ENG_20020406_0118.41	budget-01	:ARG1	fund-01	adjective	
PROXY_NYT_ENG_20020406_0118.41	cut-02	:ARG1	fund-01	passive	reduced relative
PROXY_NYT_ENG_20020406_0118.41	include-01	:ARG1	build-01	no	
PROXY_XIN_ENG_20021123_0156.17	include-01	:ARG1	and	no	
PROXY_XIN_ENG_20021123_0156.17	smuggle-01	:ARG1	weapon	no	
DF-200-192400-625_6677.6	go-06	:ARG1	gain-02	error?	
DF-200-192400-625_6677.6	gain-02	:ARG1	respect-01	no	
bolt12_6455_6561.29	go-01	:ARG1	thing	error?	
PROXY_NYT_ENG_20070828_0223.34	locate-01	:ARG1	research-institute	error	
DF-200-192400-625_7200.13	tell-01	:ARG1	walk-01	passive	
ENG_DF_000170_20050903_C00020J0V_0001.27	need-01	:ARG1	and	error	
ENG_DF_000170_20050903_C00020J0V_0001.27	offer-01	:ARG1	and	error	
PROXY_NYT_ENG_20040724_0084.42	become-01	:ARG1	corridor	unaccusative	double unaccusative
PROXY_NYT_ENG_20040724_0084.42	use-01	:ARG1	corridor	passive	
PROXY_NYT_ENG_20040724_0084.42	smuggle-01	:ARG1	and	no	
NW_AFP_ENG_0012_2003_0419.7	miss-01	:ARG1	person	adjective	
NW_AFP_ENG_0012_2003_0419.7	sweep-up-04	:ARG1	truck	passive	
PROXY_XIN_ENG_20021228_0162.14	give-01	:ARG1	report-01	no	
PROXY_NYT_ENG_20080919_0209.24	carry-out-03	:ARG1	counterattack-01	passive	
PROXY_NYT_ENG_20081008_0040.16	hijack-01	:ARG1	ship	passive	
wb.eng_0003.23	build-01	:ARG1	highway	n-pro	
NW_XIN_ENG_0194_2007_0704.3	confirm-01	:ARG1	die-01	passive	
DF-200-192400-625_7046.8	jumble-01	:ARG1	mess	adjective	
NW_XIN_ENG_0189_2003_0324.6	have-purpose-91	:ARG1	make-01	no	
NW_XIN_ENG_0189_2003_0324.6	kill-01	:ARG1	civilian	passive	
NW_XIN_ENG_0189_2003_0324.6	start-01	:ARG1	war	unaccusative	
PROXY_NYT_ENG_20070828_0223.27	trick-01	:ARG1	organization	passive	
PROXY_LTW_ENG_20070930_0021.30	recognize-01	:ARG1	country	passive	
PROXY_LTW_ENG_20070930_0021.30	fledge-01	:ARG1	adhere-02	no	
ENG_DF_000170_20050903_C00020J0V_0001.13	enroll-01	:ARG1	person	error	
PROXY_XIN_ENG_20040403_0262.10	hold-03	:ARG1	meet-03	no	
PROXY_NYT_ENG_20071115_0274.15	offer-01	:ARG1	item	passive	
PROXY_NYT_ENG_20071115_0274.15	include-01	:ARG1	and	no	
PROXY_LTW_ENG_20080727_0030.19	produce-01	:ARG1	uranium	no	
PROXY_NYT_ENG_20020406_0118.11	be-located-at-91	:ARG1	repository	no	
PROXY_XIN_ENG_20031107_0242.8	follow-01	:ARG1	visit-01	unaccusative	double unaccusative
PROXY_XIN_ENG_20031107_0242.8	hold-04	:ARG1	meet-03	passive	
PROXY_NYT_ENG_20020406_0118.22	know-01	:ARG1	orchestrate-01	passive	
NW_XIN_ENG_0193_2006_0822.6	hamper-01	:ARG1	operate-01	passive	
ENG_DF_000170_20050903_C00020J0V_0001.31	donate-01	:ARG1	amount	error	
DF-200-192400-625_6304.16	fail-01	:ARG1	i	unaccusative	double unaccusative
DF-200-192400-625_6304.16	get-05	:ARG1	i	no	error?
DF-200-192400-625_6304.16	go-01	:ARG1	i	no	error?
PROXY_XIN_ENG_20021228_0162.7	declare-02	:ARG1	site	adjective	
PROXY_XIN_ENG_20021228_0162.7	monitor-01	:ARG1	site	adjective	
DF-200-192400-625_6304.18	get-04	:ARG1	extend-01	no	
PROXY_NYT_ENG_20040724_0084.44	target-01	:ARG1	aircraft	n-ing	
ENG_NA_020001_20161020_G0023FSUO_0001.7	starve-01	:ARG1	we	adjective	
DF-200-192392-456_1160.4	get-03	:ARG1	person	unaccusative	double unaccusative
NW_AFP_ENG_0009_2003_0330.6	release-01	:ARG1	poll-01	passive	
NW_AFP_ENG_0009_2003_0330.6	survey-01	:ARG1	person	passive	
NW_AFP_ENG_0013_2003_0427.4	accuse-01	:ARG1	person	passive	
NW_XIN_ENG_0189_2003_0324.7	reach-01	:ARG1	thing	no	
NW_XIN_ENG_0189_2003_0324.7	kill-01	:ARG1	passenger	passive	
NW_XIN_ENG_0189_2003_0324.7	injure-01	:ARG1	person	passive	
NW_XIN_ENG_0189_2003_0324.7	hit-01	:ARG1	bus	unaccusative	double unaccusative
NW_XIN_ENG_0189_2003_0324.7	travel-01	:ARG1	near-02	no	
PROXY_XIN_ENG_20020701_0314.8	sentence-01	:ARG1	person	passive	
PROXY_NYT_ENG_20070618_0031.16	recoup-01	:ARG1	time	n-pro	
PROXY_NYT_ENG_20070618_0031.16	lose-02	:ARG1	time	passive	
PROXY_NYT_ENG_20070618_0031.16	organize-01	:ARG1	transfer-01	passive	
NW_AFP_ENG_0019_2003_0630.19	allow-01	:ARG1	return-01	passive	
NW_AFP_ENG_0019_2003_0630.19	return-01	:ARG1	person	no	
NW_AFP_ENG_0019_2003_0630.16	address-02	:ARG1	complain-01	no	
NW_XIN_ENG_0191_2005_0405.14	dispatch-01	:ARG1	team	passive	
NW_XIN_ENG_0191_2005_0405.14	involve-01	:ARG1	person	adjective	
NW_XIN_ENG_0194_2007_0704.5	treat-01	:ARG1	villager	passive	
PROXY_NYT_ENG_20070618_0031.8	follow-01	:ARG1	state-01	no	
PROXY_NYT_ENG_20070618_0031.8	anticipate-01	:ARG1	shut-down-05	passive	
PROXY_NYT_ENG_20040724_0084.15	increase-01	:ARG1	thing	no	
wb.eng_0003.75	apply-02	:ARG1	logic	unaccusative	double unaccusative
wb.eng_0003.5	localize-01	:ARG1	congest-01	adjective	
ENG_DF_000170_20050903_C00020J0V_0001.44	drop-off-03	:ARG1	supply-01	no	
wb.eng_0003.62	understand-01	:ARG1	it	expletive	
PROXY_NYT_ENG_20081008_0040.7	involve-01	:ARG1	person	passive	reduced relative
PROXY_NYT_ENG_20081008_0040.7	reach-01	:ARG1	deal-01	error	
PROXY_NYT_ENG_20081008_0040.7	pay-01	:ARG1	multiple	passive	
PROXY_LTW_ENG_20070831_0072.10	remain-01	:ARG1	and	no	
PROXY_XIN_ENG_20041219_0059.19	fund-01	:ARG1	research-01	no	
NW_AFP_ENG_0009_2003_0330.4	expect-01	:ARG1	show-up-02	passive	reduced relative
NW_AFP_ENG_0009_2003_0330.4	read-01	:ARG1	placard	no	quirky
PROXY_XIN_ENG_20020905_0122.15	increase-01	:ARG1	offense-02	no	
wb.eng_0003.83	plan-01	:ARG1	widen-01	passive	
wb.eng_0003.83	zone-01	:ARG1	thing	passive	
wb.eng_0003.83	funnel-01	:ARG1	thing	passive	
PROXY_XIN_ENG_20030624_0298.13	detain-01	:ARG1	person	passive	
NW_AFP_ENG_0011_2003_0417.8	believe-01	:ARG1	mix-01	passive	reduced relative
bolt12_9145_5531.2	envy-01	:ARG1	person	adjective	
PROXY_XIN_ENG_20021123_0156.5	progress-01	:ARG1	state	unaccusative	
NW_XIN_ENG_0194_2007_0704.4	include-01	:ARG1	and	error?	
NW_XIN_ENG_0194_2007_0704.4	find-01	:ARG1	body	passive	
bolt12_6455_6562.26	decline-01	:ARG1	state	no	too damn long
PROXY_NYT_ENG_20081128_0005.17	increase-01	:ARG1	amount	adjective	
PROXY_NYT_ENG_20081128_0005.17	process-01	:ARG1	amount	passive	
PROXY_NYT_ENG_20070828_0223.4	plan-01	:ARG1	activity-06	no	
NW_XIN_ENG_0192_2005_0906.8	involve-01	:ARG1	thing	passive	reduced relative
NW_XIN_ENG_0192_2005_0906.8	assist-01	:ARG1	person	no	
bolt12_64556_5629.1	bear-02	:ARG1	i	passive	born
PROXY_NYT_ENG_20080919_0209.14	attack-01	:ARG1	site	passive	
PROXY_NYT_ENG_20080919_0209.14	run-01	:ARG1	site	no	
DF-200-192400-625_6344.9	turn-02	:ARG1	she	unaccusative	double unaccusative
ENG_DF_000170_20050903_C00020J0V_0001.54	come-01	:ARG1	and	no	
PROXY_XIN_ENG_20030624_0298.14	relate-01	:ARG1	street	no	adjective?
PROXY_XIN_ENG_20030624_0298.14	mark-02	:ARG1	street	passive	reduced relative
PROXY_XIN_ENG_20030624_0298.14	seize-01	:ARG1	and	passive	
NW_XIN_ENG_0195_2008_0420.16	pass-06	:ARG1	person	no	
PROXY_NYT_ENG_20040724_0084.33	apply-02	:ARG1	penalize-01	passive	
PROXY_XIN_ENG_20040407_0026.9	blacklist-01	:ARG1	person	passive	
PROXY_XIN_ENG_20021020_0012.12	expire-01	:ARG1	state	unaccusative	
PROXY_XIN_ENG_20021020_0012.11	bring-01	:ARG1	person	passive	
PROXY_XIN_ENG_20021020_0012.11	mobilize-01	:ARG1	person	passive	
DF-200-192400-625_7557.30	harm-01	:ARG1	self	no	
DF-200-192400-625_7557.30	cut-01	:ARG1	arm	no	
DF-200-192400-625_7806.12	work-09	:ARG1	it	unaccusative	double unaccusative
bolt12_6455_6561.31	come-03	:ARG1	peace	unaccusative	double unaccusative
PROXY_NYT_ENG_20081128_0005.16	collapse-01	:ARG1	thing	unaccusative	
PROXY_XIN_ENG_20040429_0189.42	balance-01	:ARG1	and	no	
bolt12_6455_6562.21	wander-01	:ARG1	direction	no	
bolt12_6455_6562.21	bear-01	:ARG1	seal	no	
DF-200-192392-456_1160.7	pay-01	:ARG1	amount	expletive	
PROXY_XIN_ENG_20040429_0189.36	resolve-01	:ARG1	dispute-01	passive	
PROXY_NYT_ENG_20050716_0171.6	update-01	:ARG1	hardware	no	
PROXY_NYT_ENG_20050716_0171.6	protect-01	:ARG1	country	no	
DF-199-194215-653_0484.7	get-along-18	:ARG1	family	no	symmetrical
NW_XIN_ENG_0192_2005_0906.10	form-01	:ARG1	force	adjective	
NW_XIN_ENG_0192_2005_0906.10	prepare-02	:ARG1	force	no	
NW_XIN_ENG_0192_2005_0906.10	assist-01	:ARG1	and	error	
wb.eng_0003.56	stick-01	:ARG1	you	adjective	
PROXY_NYT_ENG_20071115_0274.6	charge-05	:ARG1	organization	passive	
PROXY_NYT_ENG_20071115_0274.6	transfer-01	:ARG1	technology	passive	reduced relative
PROXY_NYT_ENG_20071115_0274.6	direct-01	:ARG1	technology	passive	
wb.eng_0003.15	populate-01	:ARG1	area	adjective	
wb.eng_0003.7	double-01	:ARG1	traffic	unaccusative	
wb.eng_0003.7	open-01	:ARG1	road	unaccusative	
PROXY_LTW_ENG_20070930_0021.22	engage-01	:ARG1	country	error?	
PROXY_NYT_ENG_20020406_0118.39	cut-off-04	:ARG1	electricity	no	
PROXY_NYT_ENG_20020406_0118.39	restore-01	:ARG1	electricity	passive	
PROXY_XIN_ENG_20030624_0298.19	fall-out-03	:ARG1	and	no	symmetrical
bolt12_64556_5627.3	bump-01	:ARG1	boat	no	
PROXY_XIN_ENG_20041010_0024.5	total-01	:ARG1	document	no	
NW_XIN_ENG_0209_2008_0513.3	come-01	:ARG1	person	unaccusative	
DF-200-192400-625_7200.10	bear-02	:ARG1	i	passive	born
DF-200-192400-625_7200.10	curl-01	:ARG1	toe	unaccusative	
DF-200-192400-625_7200.10	straighten-01	:ARG1	toe	passive	
nw.chtb_0322.2	start-01	:ARG1	compete-01	unaccusative	
PROXY_LTW_ENG_20070930_0021.5	engage-01	:ARG1	country	error?	
DF-200-192400-625_7744.23	lock-01	:ARG1	they	adjective	
PROXY_XIN_ENG_20040403_0262.15	operate-01	:ARG1	center	unaccusative	
PROXY_XIN_ENG_20030428_0226.15	string-01	:ARG1	mine	no	
DF-200-192400-625_6304.11	result-01	:ARG1	anxiety	no	
NW_AFP_ENG_0009_2003_0330.7	publish-01	:ARG1	newspaper	passive	reduced relative
PROXY_NYT_ENG_20050716_0171.9	grow-02	:ARG1	person	unaccusative	
NW_XIN_ENG_0189_2003_0324.2	locate-01	:ARG1	house	no	
PROXY_LTW_ENG_20070831_0072.12	slow-01	:ARG1	effort-01	unaccusative	
PROXY_NYT_ENG_20081128_0005.7	retreat-02	:ARG1	cultivate-01	unaccusative	
PROXY_NYT_ENG_20081128_0005.7	concentrate-01	:ARG1	cultivate-01	unaccusative	
PROXY_NYT_ENG_20081128_0005.7	remain-01	:ARG1	insurgency	unaccusative	double unaccusative
bolt12_6455_6566.4	improve-01	:ARG1	cohesion	error	
bolt12_6455_6566.4	update-01	:ARG1	country	passive	
PROXY_XIN_ENG_20020905_0122.9	explode-01	:ARG1	bomb	unaccusative	
PROXY_XIN_ENG_20021228_0162.8	return-01	:ARG1	team	unaccusative	double unaccusative
PROXY_XIN_ENG_20021228_0162.8	carry-out-03	:ARG1	inspect-01	passive	reduced relative
PROXY_LTW_ENG_20070831_0072.27	include-01	:ARG1	organization	no	
DF-200-192400-625_6344.14	mean-02	:ARG1	resemble-01	passive	
PROXY_XIN_ENG_20020905_0122.7	escalate-01	:ARG1	violence	unaccusative	
bolt12_91455_5340.1	do-02	:ARG1	amr-unknown	error	
PROXY_NYT_ENG_20081008_0040.10	have-11	:ARG1	yet	no	
PROXY_NYT_ENG_20081008_0040.10	agree-01	:ARG1	detail-01	passive	
PROXY_XIN_ENG_20030709_0070.11	suspect-01	:ARG1	carry-01	passive	reduced relative
nw.chtb_0303.2	hold-04	:ARG1	conference	passive	reduced relative
PROXY_NYT_ENG_20081008_0040.11	involve-01	:ARG1	request-01	unaccusative	double unaccusative
PROXY_NYT_ENG_20081008_0040.11	encircle-01	:ARG1	armada	no	
PROXY_XIN_ENG_20020725_0113.22	include-91	:ARG1	investigate-01	no	
PROXY_XIN_ENG_20020725_0113.22	counter-01	:ARG1	and	n-pro	
PROXY_LTW_ENG_20070930_0021.11	qualify-02	:ARG1	and	unaccusative	double unaccusative
bolt12_91455_5337.1	stay-01	:ARG1	woman	no	
PROXY_NYT_ENG_20081128_0005.11	irrigate-01	:ARG1	area	adjective	
PROXY_LTW_ENG_20081115_0076.17	progress-01	:ARG1	construct-01	unaccusative	
bolt12_6455_6562.2	create-01	:ARG1	group		
DF-200-192400-625_7557.5	heal-01	:ARG1	they		
PROXY_NYT_ENG_20081008_0040.34	include-01	:ARG1	tank		
PROXY_NYT_ENG_20040724_0084.37	decline-01	:ARG1	fly-01		
PROXY_NYT_ENG_20040724_0084.37	improve-01	:ARG1	capable-01		
PROXY_NYT_ENG_20040724_0084.37	reaccelerate-00	:ARG1	fly-01		
PROXY_XIN_ENG_20040922_0123.14	conform-01	:ARG1	and		
PROXY_LTW_ENG_20070930_0021.26	include-01	:ARG1	country		
ENG_DF_000170_20050903_C00020J0V_0001.21	list-01	:ARG1	thing		
DF-200-192400-625_7046.14	come-03	:ARG1	someone		
DF-200-192400-625_7046.14	end-up-03	:ARG1	someone		
DF-200-192400-625_7046.14	marry-01	:ARG1	someone		
PROXY_XIN_ENG_20040922_0123.7	combat-01	:ARG1	and		
bolt12_6455_6562.4	accelerate-01	:ARG1	and		
bolt12_6455_6562.4	break-01	:ARG1	system		
ENG_DF_000170_20050903_C00020J0V_0001.8	list-01	:ARG1	resource		
PROXY_LTW_ENG_20070930_0021.27	include-01	:ARG1	debate-01		
NW_AFP_ENG_0013_2003_0427.2	defile-01	:ARG1	verse		
NW_XIN_ENG_0190_2003_0709.8	include-01	:ARG1	and		
NW_XIN_ENG_0190_2003_0709.8	arrive-01	:ARG1	and		
PROXY_NYT_ENG_20020406_0118.12	result-01	:ARG1	cut-off-04		
DF-200-192400-625_7046.13	be-located-at-91	:ARG1	you		
DF-200-192400-625_7046.13	depress-01	:ARG1	you		
PROXY_NYT_ENG_20080919_0209.8	begin-01	:ARG1	attack-01		
PROXY_LTW_ENG_20080727_0030.22	cease-01	:ARG1	produce-01		
wb.eng_0003.57	seem-01	:ARG1	point-03		
PROXY_NYT_ENG_20020406_0118.31	cut-02	:ARG1	power		
PROXY_LTW_ENG_20070930_0021.33	enhance-01	:ARG1	regime		
DF-200-192400-625_7744.21	sound-01	:ARG1	that		
DF-200-192400-625_7744.21	instead-of-91	:ARG1	anxious		
PROXY_LTW_ENG_20081115_0076.7	end-01	:ARG1	meet-03		
PROXY_LTW_ENG_20081115_0076.7	announce-01	:ARG1	measure-02		
DF-200-192400-625_6304.1	contrast-01	:ARG1	start-01		
DF-200-192400-625_6304.1	gel-00	:ARG1	i		
PROXY_NYT_ENG_20050716_0171.44	arm-01	:ARG1	force		
PROXY_NYT_ENG_20020406_0118.6	arrive-01	:ARG1	person		
nw.chtb_0305.2	concern-01	:ARG1	party		
PROXY_XIN_ENG_20020701_0314.14	accuse-01	:ARG1	person		
wb.eng_0003.61	mean-01	:ARG1	locate-01		
bolt12_9145_5538.1	dawn-01	:ARG1	easy-05		
DF-199-194215-653_0484.15	cave-01	:ARG1	you		
